Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.19243E-4,10.259405765,0.316390179,0.267349374,0.051724138,0
1.21852E-4,10.500362873,0.322056429,0.265360907,0.051724138,0
1.23933E-4,10.758138599,0.326541663,0.263273017,0.051724138,0
1.25754E-4,11.00766803,0.330442122,0.26128455,0.051724138,0
1.27387E-4,11.260837444,0.333920008,0.259296083,0.051724138,0
1.29175E-4,11.504683601,0.337707791,0.257407039,0.051724138,0
1.31249E-4,11.752663163,0.342076019,0.255517996,0.051724138,0
1.32779E-4,12.003653079,0.345279655,0.253628952,0.068965517,0
1.35271E-4,12.258608377,0.350461991,0.251739909,0.068965517,0
1.37417E-4,12.503981059,0.354894023,0.249950288,0.086206897,0
1.39459E-4,12.753099849,0.359081487,0.248160668,0.086206897,0
1.41178E-4,13.005892304,0.362587338,0.246371048,0.103448276,0
1.43561E-4,13.262171652,0.367413928,0.244581428,0.103448276,0
1.45579E-4,13.507551785,0.371472768,0.242891231,0.103448276,0
1.47361E-4,13.756626566,0.375036252,0.241201034,0.103448276,0
1.49174E-4,14.008590189,0.378639367,0.239510837,0.103448276,0
1.51622E-4,14.264166655,0.38347304,0.23782064,0.103448276,0
1.53347E-4,14.508309038,0.386855736,0.236229867,0.103448276,0
1.54809E-4,14.75477429,0.389709056,0.234639093,0.103448276,0
1.5661E-4,15.004010541,0.393205161,0.23304832,0.103448276,0
1.59875E-4,15.257638357,0.399492102,0.231457546,0.103448276,0
1.6224E-4,15.515963227,0.404005151,0.229866773,0.103448276,0
1.64572E-4,15.76119613,0.408421366,0.228375423,0.103448276,0
1.67039E-4,16.010142706,0.413059088,0.226884072,0.103448276,0
1.69633E-4,16.262822145,0.41789437,0.225392722,0.103448276,0
1.71845E-4,16.501919703,0.421987716,0.224000795,0.103448276,0
1.73113E-4,16.760701214,0.424322028,0.222509445,0.103448276,0
1.75222E-4,17.004592519,0.428181074,0.221117518,0.120689655,0
1.76572E-4,17.251099285,0.430637422,0.219725592,0.137931034,0
1.78369E-4,17.517455379,0.433892504,0.218234241,0.137931034,0
1.80198E-4,17.750263664,0.437184968,0.216941738,0.155172414,0
1.82471E-4,18.004383585,0.441251395,0.215549811,0.155172414,0
1.84714E-4,18.2618143,0.445234309,0.214157884,0.155172414,0
1.85949E-4,18.502892761,0.447416232,0.212865381,0.155172414,0
1.87213E-4,18.764089765,0.449640343,0.211473454,0.155172414,0
1.89296E-4,19.009362372,0.453285123,0.21018095,0.155172414,0
1.90996E-4,19.256533798,0.456240908,0.208888447,0.155172414,0
1.94206E-4,19.50689795,0.461780584,0.207595944,0.155172414,0
1.96087E-4,19.760707636,0.46499971,0.20630344,0.155172414,0
1.97734E-4,20.017052869,0.467803307,0.205010937,0.155172414,0
1.99989E-4,20.25569895,0.471617871,0.203817856,0.155172414,0
2.02523E-4,20.517520818,0.475872298,0.202525353,0.155172414,0
2.04682E-4,20.762003049,0.479468814,0.201332273,0.155172414,0
2.06542E-4,21.008531835,0.482548519,0.200139193,0.172413793,0
2.08092E-4,21.257255276,0.485101043,0.198946113,0.172413793,0
2.09007E-4,21.507585377,0.486600575,0.197753032,0.172413793,0
2.09867E-4,21.758923517,0.488007751,0.196559952,0.172413793,0
2.11352E-4,22.011649118,0.49042693,0.195366872,0.172413793,0
2.12965E-4,22.266452484,0.493041881,0.194173792,0.206896552,0
2.13748E-4,22.501152014,0.494307303,0.193080135,0.206896552,0
2.15613E-4,22.75862751,0.497306566,0.191887055,0.206896552,0
2.18021E-4,23.01892515,0.501152818,0.190693975,0.206896552,0
2.19042E-4,23.259200479,0.502775437,0.189600318,0.206896552,0
2.20661E-4,23.500874787,0.505336767,0.188506661,0.206896552,0
2.21915E-4,23.766419014,0.507310585,0.187313581,0.206896552,0
2.23211E-4,24.011455155,0.50934293,0.186219924,0.206896552,0
2.24608E-4,24.257903302,0.511524679,0.185126268,0.206896552,0
