Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,1 contribution,11 contribution,12 contribution,13 contribution,14 contribution,15 contribution,16 contribution,17 contribution,18 contribution,19 contribution,2 contribution,3 contribution,4 contribution,5 contribution,6 contribution,7 contribution,8 contribution,9 contribution,1 permutation importance,11 permutation importance,12 permutation importance,13 permutation importance,14 permutation importance,15 permutation importance,16 permutation importance,17 permutation importance,18 permutation importance,19 permutation importance,2 permutation importance,3 permutation importance,4 permutation importance,5 permutation importance,6 permutation importance,7 permutation importance,8 permutation importance,9 permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Large_mammal,58,1.1491,1.2836,500,0.8920,10058,1.4850,1.1171,0.0000,0.0913,1.8343,1.2572,0.0068,1.7326,3.0711,1.3602,1.6680,0.5900,13.1053,0.0000,0.0668,3.2878,68.7079,0.6186,0.0000,0.0000,0.0000,1.9595,25.6775,0.4329,0.0000,0.1757,0.0000,5.6628,2.4729,0.0000,19.5578,0.0000,0.0000,11.3697,32.4747,0.2166,8.0677,0.1916,1.0000,0.0455,0.4314,0.0000,5.0000,0.1968,0.3235,0.0172,10.0000,0.3123,0.2694,0.0345,1.8837,0.0893,0.3903,0.0000,12.9354,0.3619,0.2469,0.0862,22.2452,0.4930,0.1943,0.1897,8.8455,0.2890,0.2798,0.0172,1.8837,0.0893,0.3903,0.0000,5.4682,0.2107,0.3171,0.0172
